FILE:2016-12-01 08:12:32,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 08:12:32,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 08:12:32,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:10:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:10:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:10:14,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:03,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:03,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:03,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:14,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:39,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:39,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:39,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:49,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:49,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:49,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:17:55,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:17:55,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:17:55,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:18:05,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:18:05,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:18:05,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:19:19,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:19:19,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:19:19,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:20:36,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:20:36,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:20:36,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:21:27,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:21:27,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:21:27,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:22:35,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:22:35,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:22:35,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:40:44,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:40:44,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:40:44,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
写入672行测值
写入672行成果值
FILE:2016-12-01 09:42:32,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
DATA:M12-2,160,数据误差超限
DATA:M12-2,161,数据误差超限
DATA:M12-2,162,数据误差超限
DATA:M12-2,163,数据误差超限
DATA:M12-2,164,数据误差超限
DATA:M12-2,165,数据误差超限
DATA:M12-2,166,数据误差超限
DATA:M12-2,167,数据误差超限
DATA:M12-2,170,数据误差超限
DATA:M12-2,171,数据误差超限
DATA:M12-2,172,数据误差超限
DATA:M12-2,173,数据误差超限
DATA:M12-2,174,数据误差超限
DATA:M12-2,175,数据误差超限
DATA:M12-2,176,数据误差超限
DATA:M12-2,177,数据误差超限
DATA:M12-2,178,数据误差超限
DATA:M12-2,179,数据误差超限
DATA:M12-2,180,数据误差超限
DATA:M12-2,181,数据误差超限
DATA:M12-2,182,数据误差超限
DATA:M12-2,183,数据误差超限
DATA:M12-2,184,数据误差超限
DATA:M12-2,185,数据误差超限
DATA:M12-2,186,数据误差超限
DATA:M12-2,187,数据误差超限
DATA:M12-2,188,数据误差超限
DATA:M12-2,189,数据误差超限
DATA:M12-2,190,数据误差超限
DATA:M12-2,191,数据误差超限
DATA:M12-2,192,数据误差超限
DATA:M12-2,193,数据误差超限
DATA:M12-2,194,数据误差超限
DATA:M12-2,195,数据误差超限
DATA:M12-2,196,数据误差超限
DATA:M12-2,197,数据误差超限
DATA:M12-2,198,数据误差超限
DATA:M12-2,199,数据误差超限
DATA:M12-2,200,数据误差超限
DATA:M12-2,201,数据误差超限
DATA:M12-2,202,数据误差超限
DATA:M12-2,203,数据误差超限
DATA:M12-2,204,数据误差超限
DATA:M12-2,205,数据误差超限
DATA:M12-2,206,数据误差超限
DATA:M12-2,207,数据误差超限
DATA:M12-2,208,数据误差超限
DATA:M12-2,209,数据误差超限
DATA:M12-2,210,数据误差超限
DATA:M12-2,211,数据误差超限
DATA:M12-2,212,数据误差超限
DATA:M12-2,213,数据误差超限
DATA:M12-2,214,数据误差超限
DATA:M12-2,215,数据误差超限
DATA:M12-2,216,数据误差超限
DATA:M12-2,217,数据误差超限
DATA:M12-2,218,数据误差超限
DATA:M12-2,219,数据误差超限
DATA:M1A-1,61,数据误差超限
DATA:M1A-1,62,数据误差超限
DATA:M1A-1,63,数据误差超限
DATA:M1A-1,64,数据误差超限
DATA:M1A-1,65,数据误差超限
DATA:M1A-1,66,数据误差超限
DATA:M1A-1,67,数据误差超限
DATA:M1A-1,68,数据误差超限
DATA:M1A-1,69,数据误差超限
DATA:M1A-1,70,数据误差超限
DATA:M1A-1,71,数据误差超限
DATA:M1A-1,72,数据误差超限
DATA:M1A-1,73,数据误差超限
DATA:M1A-1,74,数据误差超限
DATA:M1A-1,75,数据误差超限
DATA:M1A-1,76,数据误差超限
DATA:M1A-1,77,数据误差超限
DATA:M1A-1,78,数据误差超限
DATA:M1A-1,79,数据误差超限
DATA:M1A-1,80,数据误差超限
DATA:M1A-1,81,数据误差超限
DATA:M1A-1,82,数据误差超限
DATA:M1A-1,83,数据误差超限
DATA:M1A-1,84,数据误差超限
DATA:M1A-1,85,数据误差超限
DATA:M1A-1,86,数据误差超限
DATA:M1A-1,87,数据误差超限
DATA:M1A-1,88,数据误差超限
DATA:M1A-1,89,数据误差超限
DATA:M1A-1,90,数据误差超限
DATA:M1A-1,91,数据误差超限
DATA:M1A-1,92,数据误差超限
DATA:M1A-1,93,数据误差超限
DATA:M1A-1,94,数据误差超限
DATA:M1A-1,95,数据误差超限
DATA:M1A-1,96,数据误差超限
DATA:M1A-1,97,数据误差超限
DATA:M1A-1,98,数据误差超限
DATA:M1A-1,99,数据误差超限
DATA:M1A-1,100,数据误差超限
DATA:M1A-1,101,数据误差超限
DATA:M1A-1,102,数据误差超限
DATA:M1A-1,103,数据误差超限
DATA:M1A-1,104,数据误差超限
DATA:M1A-1,105,数据误差超限
DATA:M1A-1,106,数据误差超限
DATA:M1A-1,107,数据误差超限
DATA:M1A-1,108,数据误差超限
DATA:M1A-1,109,数据误差超限
DATA:M1A-1,110,数据误差超限
DATA:M1A-1,111,数据误差超限
DATA:M1A-1,112,数据误差超限
DATA:M1A-1,113,数据误差超限
DATA:M1A-1,114,数据误差超限
DATA:M1A-1,115,数据误差超限
DATA:M1A-1,116,数据误差超限
DATA:M1A-1,117,数据误差超限
DATA:M1A-1,118,数据误差超限
DATA:M1A-1,119,数据误差超限
DATA:M1A-1,120,数据误差超限
DATA:M1A-1,121,数据误差超限
DATA:M1A-1,122,数据误差超限
DATA:M1A-1,123,数据误差超限
DATA:M1A-1,124,数据误差超限
DATA:M1A-1,125,数据误差超限
DATA:M1A-1,126,数据误差超限
DATA:M1A-1,127,数据误差超限
DATA:M1A-1,128,数据误差超限
DATA:M1A-1,129,数据误差超限
DATA:M1A-1,130,数据误差超限
DATA:M1A-1,131,数据误差超限
DATA:M1A-1,132,数据误差超限
DATA:M1A-1,133,数据误差超限
DATA:M1A-1,134,数据误差超限
DATA:M1A-1,135,数据误差超限
DATA:M1A-1,136,数据误差超限
DATA:M1A-1,137,数据误差超限
DATA:M1A-1,138,数据误差超限
DATA:M1A-1,139,数据误差超限
DATA:M1A-1,140,数据误差超限
DATA:M1A-1,141,数据误差超限
DATA:M1A-1,142,数据误差超限
DATA:M1A-1,143,数据误差超限
DATA:M1A-1,144,数据误差超限
DATA:M1A-1,145,数据误差超限
DATA:M1A-1,146,数据误差超限
DATA:M1A-1,147,数据误差超限
DATA:M1A-1,148,数据误差超限
DATA:M1A-1,149,数据误差超限
DATA:M1A-1,150,数据误差超限
DATA:M1A-1,151,数据误差超限
DATA:M1A-1,152,数据误差超限
DATA:M1A-1,153,数据误差超限
DATA:M1A-1,154,数据误差超限
DATA:M1A-1,155,数据误差超限
DATA:M1A-1,156,数据误差超限
DATA:M1A-1,157,数据误差超限
DATA:M1A-1,158,数据误差超限
DATA:M1A-1,159,数据误差超限
DATA:M1A-1,160,数据误差超限
DATA:M1A-1,161,数据误差超限
DATA:M1A-1,162,数据误差超限
DATA:M1A-1,163,数据误差超限
DATA:M1A-1,164,数据误差超限
DATA:M1A-1,165,数据误差超限
DATA:M1A-1,166,数据误差超限
DATA:M1A-1,167,数据误差超限
DATA:M1A-1,168,数据误差超限
DATA:M1A-1,169,数据误差超限
DATA:M1A-1,170,数据误差超限
DATA:M1A-1,171,数据误差超限
DATA:M1A-1,172,数据误差超限
DATA:M1A-1,173,数据误差超限
DATA:M1A-1,174,数据误差超限
DATA:M1A-1,175,数据误差超限
DATA:M1A-1,176,数据误差超限
DATA:M1A-1,177,数据误差超限
DATA:M1A-1,178,数据误差超限
DATA:M1A-1,179,数据误差超限
DATA:M1A-1,180,数据误差超限
DATA:M1A-1,181,数据误差超限
DATA:M1A-1,182,数据误差超限
DATA:M1A-1,183,数据误差超限
DATA:M1A-1,184,数据误差超限
DATA:M1A-1,185,数据误差超限
DATA:M1A-1,186,数据误差超限
DATA:M1A-1,187,数据误差超限
DATA:M1A-1,188,数据误差超限
DATA:M1A-1,189,数据误差超限
DATA:M1A-1,190,数据误差超限
DATA:M1A-1,191,数据误差超限
DATA:M1A-1,192,数据误差超限
DATA:M1A-1,193,数据误差超限
DATA:M1A-1,194,数据误差超限
DATA:M1A-1,195,数据误差超限
DATA:M1A-1,196,数据误差超限
DATA:M1A-1,197,数据误差超限
DATA:M1A-1,198,数据误差超限
DATA:M1A-1,199,数据误差超限
DATA:M1A-1,200,数据误差超限
DATA:M1A-1,201,数据误差超限
DATA:M1A-1,202,数据误差超限
DATA:M1A-1,203,数据误差超限
